ZAT,ses_cat,ses_cat_r,clus,injury,death,damage,total,walk_pubt,pop_density,pcta_Collector,pcta_Local,pcta_other,MEANIPM
94,4,4,2,30,4,0,34,34045.52225984,2972631.50174617,11.850836196659564,42.62569673391466,1.325676962062485,2.291
95,4,4,2,11,1,0,12,36095.835785368,1025681.5087682768,16.307519662881933,39.141656771009224,1.0507859604177396,1.771
96,5,5,2,12,1,0,13,13582.185155148,593273.2558334031,7.620710620336266,26.568835078481616,0.22799230988534766,1.881
97,6,6,1,1,0,0,1,10517.27963598,471158.6787545907,14.668070795827449,28.331614795383402,5.326665963424608,0.391
99,3,3,1,40,2,0,42,45819.12056303999,2346696.1346085947,21.681667653424626,35.7476826078715,0.8660544668542886,3.311
100,2,2,2,18,0,0,18,17990.52858078,5874414.540453332,30.071480304818145,64.82361480331427,5.1049048918675926,5.175
101,2,2,2,27,2,0,29,23715.32256168,4401167.806674395,31.897018319666948,64.76920706944,3.333774610893043,5.05
103,2,2,2,43,2,0,45,20355.784388599997,3630317.584679312,22.686363686165546,54.88016307704348,0.4424389975082539,3.774
104,2,2,2,7,0,0,7,8980.6928696,2846285.337649834,28.494735437104517,49.35101981780594,0,3.161
105,2,2,2,34,1,0,35,92389.27261397999,4974211.311371356,39.82176140535017,57.843272488790795,2.33496610585903,6.272
106,3,3,2,16,1,0,17,128808.70544894,4455630.059657606,33.88356392353542,51.06183899370209,7.6842691443337205,5.103
107,3,3,2,95,8,1,104,146286.34123389996,4423402.55568901,36.826245341714056,33.124577511393035,6.144564212411874,2.042
108,3,3,2,44,6,0,50,91147.02812485001,3928104.1230760943,13.809272875858039,34.95830485544518,3.8366743867329434,3.816
109,2,2,2,31,1,0,32,45506.312181178,3856874.0755856163,27.96996016544466,49.46605194372361,5.764785735046166,4.687
110,3,3,2,14,1,0,15,57687.41350141601,3853870.060172835,28.25369561998449,29.464715035439887,13.063920863979641,2.489
111,2,2,2,18,1,0,19,31867.943513899998,3920522.277414299,17.025173329011633,78.03830411934952,4.936522551638841,1.885
112,2,2,2,48,2,0,50,105218.73359129799,4512163.143289942,19.890788257717738,57.27106135788751,1.9678821937019517,3.101
113,2,2,2,22,0,0,22,40084.36845694,3527621.153187571,23.98224480100716,74.62715455459296,1.390600644399882,2.278
114,2,2,2,64,2,0,66,128756.49265163997,3189055.8956705476,33.83376203459475,61.8806582592164,4.285579706188851,2.143
115,2,2,2,73,4,0,77,174869.04995913996,4605126.328345848,32.31800732556056,65.07812540768208,2.603867266757361,4.703
116,2,2,2,30,1,0,31,56129.16336588001,8140232.632798578,29.370734036810774,69.99435872647844,0.6349072367107816,7.421
117,2,2,2,21,1,0,22,57078.310448599994,6438599.999319357,13.310532411933796,86.68946758806621,0,5.842
118,2,2,2,10,0,0,10,2097.4039561,4948855.366585218,15.535851275761924,84.46414872423807,0,6.794
120,3,3,2,44,3,0,47,104593.17039267998,2865505.5561025604,36.466706898587944,20.732741631450438,8.980554156795545,0.711
121,2,2,1,7,2,0,9,37341.68252332,3355585.6885965173,42.10771572620962,36.064567519195876,21.82771675459451,1.387
122,2,2,2,36,1,0,37,79010.95100110002,4791334.787856796,50.00531312173104,20.56543902735416,25.253555627599233,3.298
123,3,3,2,16,2,0,18,18904.73632774,3037445.0691640475,46.91753832867228,13.49561037111034,22.412577769590193,2.524
124,3,3,2,22,4,0,26,61022.42747541201,2979351.8641799144,34.19696823248239,29.081911354916066,11.036359550822857,3.218
125,3,3,2,39,2,0,41,38814.231606760004,2948549.3499601367,36.06273400022512,23.63578463695806,5.969839197364224,4.962
126,3,3,1,11,1,0,12,11738.22374414,3902503.751860996,31.828249622970674,17.038195086739602,4.8385160388663015,4.24
127,4,4,1,5,0,0,5,18938.884253449993,378073.73442108475,14.326091091632875,9.754909466692698,12.61089459344881,0.069
128,3,3,2,13,1,0,14,7748.99968288,1358364.7166730925,52.60591723193008,24.309950308733434,13.072869228172571,1.149
129,3,3,2,22,3,0,25,32280.509148049998,2716104.41627929,24.130700864120186,41.54172255612295,1.4790913095858906,2.368
130,3,3,2,19,2,0,21,19556.468886619998,1971119.8030853814,31.559601734534038,22.924503784778523,14.465880320411015,1.552
131,3,3,2,37,1,0,38,87704.85526275003,2219209.549978871,23.337848895582322,29.56930900739386,12.884289783879689,4.184
